roi_id,til_true,til_pred,sigma,til_mc,lower,upper,covered
TCGA-BH-A0E6-DX1_xmin54786_ymin20002_MPP-0.2500.png,9.929542527818528,14.039055049694646,1.7373832935667424,"[np.float64(14.690647682858978), np.float64(14.427823652849318), np.float64(13.332722464073269), np.float64(14.716022736618028), np.float64(13.448252229416587), np.float64(14.375977002233874), np.float64(16.674250120910564), np.float64(12.025969919135363), np.float64(16.318812171952736), np.float64(16.673285184374375), np.float64(13.80291799571249), np.float64(9.795345251677457), np.float64(12.823411075505781), np.float64(16.633044142816864), np.float64(13.993318925096881), np.float64(12.040450585104825), np.float64(13.029505207238211), np.float64(15.720295102703751), np.float64(15.132522186097404), np.float64(13.561190851355258)]",6.784302205088562,21.29380789430073,True
TCGA-BH-A0RX-DX1_xmin69099_ymin22327_MPP-0.2500.png,42.78758630066275,43.222821641853606,1.6119951571717115,"[np.float64(42.48917281822423), np.float64(42.439305343765966), np.float64(41.3780012728566), np.float64(46.45357302079249), np.float64(42.578180703430924), np.float64(45.6571386835046), np.float64(46.26545374569851), np.float64(45.219443438149526), np.float64(42.35958101641751), np.float64(44.030281822526824), np.float64(43.174430429071776), np.float64(41.41541792039335), np.float64(43.87154020529681), np.float64(40.864742059534), np.float64(45.598180418776735), np.float64(42.29358704725682), np.float64(43.625140953599285), np.float64(43.78939738494589), np.float64(42.70501169444545), np.float64(44.396209244804155)]",36.49164925445581,49.953994029251405,True
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0.2500.png,46.28400079423721,44.78896404190788,1.7502627531760582,"[np.float64(43.83915672866283), np.float64(46.53155863682236), np.float64(42.097004681414376), np.float64(45.0417232010007), np.float64(48.66682204002444), np.float64(42.788301392696724), np.float64(43.43347410085817), np.float64(45.8167797412257), np.float64(45.14812760578707), np.float64(45.49022424045499), np.float64(45.7673383022032), np.float64(46.05840697903142), np.float64(47.008363725820324), np.float64(45.6086013557649), np.float64(44.30644873267079), np.float64(46.13411144431333), np.float64(48.58872791169831), np.float64(44.52369654914273), np.float64(42.83990543256659), np.float64(47.00312538048182)]",37.48043072376803,52.09749736004773,True
TCGA-BH-A18G-DX1_xmin16831_ymin497_MPP-0.2500.png,29.46098500398814,29.91978888666565,1.674887169137957,"[np.float64(29.679026558758455), np.float64(25.574449794637577), np.float64(31.614632240966493), np.float64(28.849132514757805), np.float64(29.738722322057328), np.float64(30.583749547803677), np.float64(30.30078824622378), np.float64(31.338692520943727), np.float64(29.04881614552596), np.float64(30.946000483017816), np.float64(29.400695531497817), np.float64(31.397409848440656), np.float64(31.150523854691755), np.float64(28.048911482576457), np.float64(32.09175311901571), np.float64(28.847861996437555), np.float64(31.53590448322794), np.float64(30.654363513468333), np.float64(33.596156240255894), np.float64(29.472856921921945)]",22.925999721263477,36.91357805206782,True
TCGA-BH-A18V-DX1_xmin50030_ymin48454_MPP-0.2500.png,12.98827373626055,3.050429163256087,2.0678253429619957,"[np.float64(2.351795571019692), np.float64(3.011589951480622), np.float64(2.444069597587536), np.float64(4.650312967140187), np.float64(-0.18219205361708868), np.float64(0.943064324963379), np.float64(0.914823320097701), np.float64(4.951044347203238), np.float64(6.471655908419938), np.float64(2.841530726181144), np.float64(2.712785716876066), np.float64(3.19053348948245), np.float64(5.3741857684724685), np.float64(1.195722894874939), np.float64(3.527167128725657), np.float64(5.000824422820947), np.float64(4.052617503135778), np.float64(3.429592396453574), np.float64(5.0525213483903695), np.float64(-2.356035422742387)]",-5.584143210353419,11.685001536865594,False
TCGA-BH-A1EW-DX1_xmin66752_ymin42706_MPP-0.2500.png,0.0,-1.0983594391875595,2.064288653944424,"[np.float64(0.2573911998742555), np.float64(-2.4065108054424074), np.float64(-4.759625232900474), np.float64(-0.07595424013759833), np.float64(1.6489576511383557), np.float64(-1.3732564684429436), np.float64(0.807389655218318), np.float64(2.1261970767897314), np.float64(1.531469467980535), np.float64(2.1815696195552263), np.float64(0.38589554295622475), np.float64(-0.9474921613843741), np.float64(-4.3022910629818965), np.float64(-1.590484415447457), np.float64(-2.784852629819943), np.float64(3.243525995808068), np.float64(-1.450131064052233), np.float64(-0.8519498256185885), np.float64(0.004611312893375352), np.float64(-1.0111545464426523)]",-9.718163738989908,7.521444860614789,True
TCGA-BH-A1F6-DX1_xmin53806_ymin49901_MPP-0.2500.png,0.0,1.785562857558732,1.8378908410150163,"[np.float64(5.175664938420239), np.float64(0.5402641340898282), np.float64(2.1747777680332177), np.float64(0.3006216861626356), np.float64(-0.8544821648826795), np.float64(0.5620246757481613), np.float64(1.711489263461908), np.float64(0.9269584085242122), np.float64(0.40072089781102016), np.float64(-1.0270720697849356), np.float64(1.6193517123013426), np.float64(-1.2238778905032723), np.float64(3.3056747849379375), np.float64(1.9504423634277388), np.float64(-1.129540141371129), np.float64(1.1671447034590052), np.float64(0.2812500463775658), np.float64(2.423911878397093), np.float64(4.466463749605021), np.float64(-1.964782081732757)]",-5.888877121403197,9.46000283652066,True
TCGA-BH-A1FC-DX1_xmin52216_ymin33355_MPP-0.2500.png,57.52313768951522,64.9126079132228,1.907547119607252,"[np.float64(65.14266007151764), np.float64(64.59234232208952), np.float64(66.25528806612373), np.float64(65.33900116969818), np.float64(63.40866924974516), np.float64(64.27450004188957), np.float64(63.32055619961582), np.float64(67.06462219042), np.float64(64.95523121056668), np.float64(68.71498928472882), np.float64(64.79128628559356), np.float64(63.49579437940187), np.float64(61.88517912799715), np.float64(61.30632856071091), np.float64(61.74433602721182), np.float64(65.44686121524576), np.float64(65.93005795968267), np.float64(61.75022650915853), np.float64(66.70268454137504), np.float64(63.94648580985592)]",56.94730575829033,72.87791006815527,True
TCGA-BH-A42U-DX1_xmin72053_ymin88645_MPP-0.2500.png,23.590109885386205,20.998758794017967,1.713512123580854,"[np.float64(21.292344817989065), np.float64(24.223200050528817), np.float64(22.79243742574903), np.float64(20.461697498206302), np.float64(19.216374343187393), np.float64(16.695127991359357), np.float64(19.560452155533127), np.float64(20.576498316362578), np.float64(19.024399739715598), np.float64(20.736244859833356), np.float64(21.152462559935504), np.float64(20.54904683040181), np.float64(19.698753632371048), np.float64(21.336068137951422), np.float64(21.882640093156784), np.float64(18.817960639132274), np.float64(23.820623553510508), np.float64(20.801582529449444), np.float64(21.03645803990766), np.float64(22.41518764053108)]",13.843684263921098,28.153833324114835,True
TCGA-C8-A12V-DX1_xmin11056_ymin54401_MPP-0.2500.png,42.63317568895071,38.59070767448477,1.5169980711270488,"[np.float64(39.05713993701177), np.float64(40.49698094231126), np.float64(39.16495600488842), np.float64(37.36583292520389), np.float64(39.31371472489697), np.float64(36.303255259843446), np.float64(38.80782708603782), np.float64(38.524247693195846), np.float64(38.17447395993969), np.float64(38.333632651606905), np.float64(34.82700958348949), np.float64(37.493257859002846), np.float64(38.776397476766995), np.float64(38.91042045847957), np.float64(36.535357392632854), np.float64(41.12212335621417), np.float64(36.858357978055764), np.float64(40.52962207553824), np.float64(39.44509639822814), np.float64(37.298253054797165)]",32.25621251010605,44.925202838863484,True
TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0.2500.png,82.68243557062515,80.17365035270247,2.120028675337473,"[np.float64(83.72427213792149), np.float64(77.78637668918951), np.float64(82.01195869992247), np.float64(82.17481498878843), np.float64(78.83240993454918), np.float64(82.95858095283113), np.float64(79.67355732350457), np.float64(80.75103761126218), np.float64(80.6942940302449), np.float64(79.90503286976137), np.float64(81.79526689902202), np.float64(81.76062779380689), np.float64(76.67658640622611), np.float64(82.78233083845878), np.float64(76.84866637663112), np.float64(82.23874276138578), np.float64(82.42706062635763), np.float64(77.99171749227207), np.float64(79.3520217767933), np.float64(77.9622410157306)]",71.32109368313981,89.02620702226513,True
