roi_id,til_true,til_pred,sigma,til_mc
TCGA-A1-A0SK-DX1_xmin45749_ymin25055_MPP-0.2500.png,0.2958978724832813,2.779468637539445,1.8167785715411042,"[np.float64(3.472365056533396), np.float64(1.4194191943824632), np.float64(3.243976031861452), np.float64(3.365613584136807), np.float64(1.3507658014867092), np.float64(6.511017659828958), np.float64(3.72713447936302), np.float64(0.3968616431341476), np.float64(4.092575854807104), np.float64(0.830105297084802), np.float64(4.353637845024349), np.float64(5.0966597955542525), np.float64(1.138104000836024), np.float64(4.706220896028088), np.float64(3.6050304914124416), np.float64(4.423588957528425), np.float64(6.573054602847339), np.float64(2.2886924055337037), np.float64(1.2719963088244657), np.float64(1.0004397782883983)]"
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500.png,17.276485332979274,16.58516382712335,1.8700829052983814,"[np.float64(14.953543257192472), np.float64(16.430960408295142), np.float64(17.267467776756636), np.float64(17.138545425783388), np.float64(18.239530325195396), np.float64(16.611167610879164), np.float64(19.492231981437982), np.float64(16.055850160647438), np.float64(22.025502160302587), np.float64(17.83649852265336), np.float64(14.870848714290783), np.float64(14.443378831001125), np.float64(17.55010865760972), np.float64(16.13823825647165), np.float64(18.013164815307533), np.float64(17.531639076270437), np.float64(16.439506001809605), np.float64(14.89157639098654), np.float64(13.55546937775162), np.float64(15.692133922989306)]"
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500.png,20.924924911637163,24.163367602140625,2.2226083430295756,"[np.float64(25.876165190787567), np.float64(24.591555090401034), np.float64(21.671890044716648), np.float64(24.50972945384299), np.float64(24.9340023615983), np.float64(22.39565272973836), np.float64(24.47081781403168), np.float64(24.279785039032625), np.float64(21.87742700647938), np.float64(24.87894232283719), np.float64(25.284936654877093), np.float64(26.329470088491178), np.float64(26.27097170621043), np.float64(21.40802886622644), np.float64(22.28771752231038), np.float64(25.193438136557944), np.float64(25.19093950396504), np.float64(25.19346297475272), np.float64(31.868830583450066), np.float64(25.305148623526957)]"
TCGA-A2-A04Q-DX1_xmin20868_ymin17804_MPP-0.2500.png,85.26448137963482,92.87963066167494,2.009548347181137,"[np.float64(95.15076194203614), np.float64(94.78763418866134), np.float64(94.18241316428653), np.float64(92.24909217239424), np.float64(94.39756910266148), np.float64(91.3339802325998), np.float64(92.40599344819492), np.float64(91.90890356601673), np.float64(93.04337894044758), np.float64(97.50894779502195), np.float64(89.14510027649145), np.float64(94.25215104242396), np.float64(89.65419891929564), np.float64(91.93576693009607), np.float64(95.05753185560967), np.float64(93.00819069986586), np.float64(90.72414110581633), np.float64(91.449023243155), np.float64(94.23882615954429), np.float64(91.41889739824066)]"
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0.2500.png,1.6429861930104634,0.4722193193937836,1.9737680676741645,"[np.float64(0.9051364985577333), np.float64(0.5633629992014112), np.float64(-0.8309813758178506), np.float64(4.760107498044435), np.float64(1.740057364029806), np.float64(-3.578065853921431), np.float64(0.8451279489326389), np.float64(-0.8513536101429924), np.float64(2.1770859889862315), np.float64(-1.1128221574716177), np.float64(0.24274643645998556), np.float64(1.4821938773546979), np.float64(2.2037297077340265), np.float64(-1.9283734947177689), np.float64(-0.19678315228811316), np.float64(-0.47767130292812876), np.float64(-0.8344391457536402), np.float64(4.003127799955977), np.float64(1.2821827413156948), np.float64(-2.0495485892763066)]"
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0.2500.png,0.40143954084863676,-0.769245243897266,2.560121568335222,"[np.float64(1.0664786502122863), np.float64(3.4750671501280004), np.float64(1.2956852772050276), np.float64(-3.807985175805293), np.float64(-1.7377133896297687), np.float64(1.7645770544759793), np.float64(-2.1845841751348276), np.float64(0.11839361239519086), np.float64(0.7800228629614075), np.float64(-2.623106187053432), np.float64(-0.8882959560208662), np.float64(-7.251779924035411), np.float64(-2.818020526565846), np.float64(-1.2743815466835866), np.float64(-3.264811607826965), np.float64(2.4955773639660044), np.float64(-3.6295279998185315), np.float64(-1.6493342172912335), np.float64(-0.5077640893250833), np.float64(2.113301334234965)]"
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500.png,53.11734099473242,61.01340507226938,1.94312961918383,"[np.float64(58.1416807699105), np.float64(63.339732576579294), np.float64(61.03387119430855), np.float64(59.05038777017348), np.float64(61.93761202079592), np.float64(61.41152446341632), np.float64(59.81297131795179), np.float64(61.15300924224942), np.float64(60.24277787854586), np.float64(61.24043976277188), np.float64(62.337666421311475), np.float64(64.18543870456008), np.float64(58.53777407461568), np.float64(65.27947182158191), np.float64(57.109229473224374), np.float64(60.70983488219821), np.float64(62.19003948523853), np.float64(61.575388807739444), np.float64(59.76800603262819), np.float64(60.59716057155483)]"
TCGA-A2-A0D2-DX1_xmin96887_ymin22299_MPP-0.2500.png,0.0,3.837173645764544,1.2457230667679615,"[np.float64(2.8511717764468782), np.float64(2.658444131876121), np.float64(5.536377839806593), np.float64(4.551204617694639), np.float64(2.4513544552432354), np.float64(5.636373396631045), np.float64(4.451772687517763), np.float64(5.462897883442464), np.float64(5.096431329611768), np.float64(2.1791836239203994), np.float64(2.716811565370605), np.float64(5.331760856011067), np.float64(5.057914176631474), np.float64(3.7953704578362477), np.float64(4.071828412382108), np.float64(6.392503437341394), np.float64(2.6540308680928844), np.float64(4.931368408104619), np.float64(3.4327883408967557), np.float64(3.4018112393101037)]"
TCGA-A2-A0ST-DX1_xmin109446_ymin18274_MPP-0.2500.png,46.10339150339663,43.75601957372187,1.5953823132549874,"[np.float64(45.95357327769625), np.float64(45.40685227169793), np.float64(45.38303884572315), np.float64(46.36697718803053), np.float64(43.79802725698739), np.float64(45.1199255163118), np.float64(43.13548606053496), np.float64(44.40435227869876), np.float64(43.4957334649865), np.float64(43.95001150370731), np.float64(44.9463336245957), np.float64(42.119578207254925), np.float64(47.94079412509279), np.float64(41.743984810722466), np.float64(41.327642348146405), np.float64(46.07224132072201), np.float64(45.33934496164775), np.float64(45.00425920782618), np.float64(45.01271059225043), np.float64(43.73152602802804)]"
TCGA-A2-A0SX-DX1_xmin53791_ymin56683_MPP-0.2500.png,43.34594848243366,46.05874870036349,1.2207393533144593,"[np.float64(44.26423995739182), np.float64(46.21035781675094), np.float64(44.70442527733926), np.float64(48.00898816719899), np.float64(45.76463393735921), np.float64(44.407754306778465), np.float64(45.4159770170575), np.float64(46.88461160891474), np.float64(44.93129959475554), np.float64(44.41430790923062), np.float64(46.546123123347314), np.float64(46.54868184258093), np.float64(45.044862349621226), np.float64(45.116672089126844), np.float64(46.52284857507876), np.float64(43.16258001736884), np.float64(43.243821151610376), np.float64(44.621860257858614), np.float64(45.631854396939794), np.float64(46.680563831559496)]"
